"name","location","start_date","end_date","draw","matches","surface","prize","score","round","winner","player","player_rank","opponent","opponent_rank","player1","player2","player3","player4","player5","opponent1","opponent2","opponent3","opponent4","opponent5","TBplayer1","TBplayer2","TBplayer3","TBplayer4","TBplayer5","TBopponent1","TBopponent2","TBopponent3","TBopponent4","TBopponent5"
"Winston-Salem","Winston-Salem, NC, U.S.A.",2015-08-24,2015-08-30,48,47,"Outdoor Hard","$695515","67(4)/26","Round of 64",0,"Robin Haase",79,"Yen-Hsun Lu",106,6,2,NA,NA,NA,7,6,NA,NA,NA,4,NA,NA,NA,NA,7,NA,NA,NA,NA
"Kitzbühel","Kitzbuhel, Austria",2015-08-03,2015-08-08,28,27,"Outdoor Clay","€494310","64/26/26","Round of 16",0,"Robin Haase",78,"Federico Delbonis",69,6,2,2,NA,NA,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kitzbühel","Kitzbuhel, Austria",2015-08-03,2015-08-08,28,27,"Outdoor Clay","€494310","26/11/(RET)","Round of 32",1,"Robin Haase",78,"Juan Monaco",40,2,1,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gstaad","Gstaad, Switzerland",2015-07-27,2015-08-02,28,27,"Outdoor Clay","€494310","67(3)/46","Round of 16",0,"Robin Haase",79,"Pablo Carreno Busta",60,6,4,NA,NA,NA,7,6,NA,NA,NA,3,NA,NA,NA,NA,7,NA,NA,NA,NA
"Gstaad","Gstaad, Switzerland",2015-07-27,2015-08-02,28,27,"Outdoor Clay","€494310","16/76(1)/64","Round of 32",1,"Robin Haase",79,"Marcel Granollers",73,1,7,6,NA,NA,6,6,4,NA,NA,NA,7,NA,NA,NA,NA,1,NA,NA,NA
"Scheveningen","Scheveningen, Netherlands",2015-07-20,2015-07-26,32,31,"Outdoor Clay","€42500","62/46/26","Semi-Finals",0,"Robin Haase",74,"Andrey Kuznetsov",122,6,4,2,NA,NA,2,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scheveningen","Scheveningen, Netherlands",2015-07-20,2015-07-26,32,31,"Outdoor Clay","€42500","26/63/62","Quarter-Finals",1,"Robin Haase",74,"Adrian Ungur",208,2,6,6,NA,NA,6,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scheveningen","Scheveningen, Netherlands",2015-07-20,2015-07-26,32,31,"Outdoor Clay","€42500","64/75","Round of 16",1,"Robin Haase",74,"Horacio Zeballos",136,6,7,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scheveningen","Scheveningen, Netherlands",2015-07-20,2015-07-26,32,31,"Outdoor Clay","€42500","75/57/64","Round of 32",1,"Robin Haase",74,"Aslan Karatsev",171,7,5,6,NA,NA,5,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUT vs. NED EAGI 2nd Rd.","Kitzbuhel, Austria",2015-07-13,2015-07-19,4,3,"Outdoor Clay",NA,"64/76(4)/63","Round Robin",1,"Robin Haase",74,"Dominic Thiem",28,6,7,6,NA,NA,4,6,3,NA,NA,NA,7,NA,NA,NA,NA,4,NA,NA,NA
"AUT vs. NED EAGI 2nd Rd.","Kitzbuhel, Austria",2015-07-13,2015-07-19,4,3,"Outdoor Clay",NA,"36/46/75/57","Round Robin",0,"Robin Haase",74,"Andreas Haider-Maurer",58,3,4,7,5,NA,6,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wimbledon","London, Great Britain",2015-06-29,2015-07-12,128,127,"Outdoor Grass","L12568000","16/16/46","Round of 64",0,"Robin Haase",78,"Andy Murray",3,1,1,4,NA,NA,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wimbledon","London, Great Britain",2015-06-29,2015-07-12,128,127,"Outdoor Grass","L12568000","62/36/64/62","Round of 128",1,"Robin Haase",78,"Alejandro Falla",130,6,3,6,6,NA,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s-Hertogenbosch","s-Hertogenbosch, Netherlands",2015-06-08,2015-06-14,28,27,"Outdoor Grass","€604155","75/36/46","Semi-Finals",0,"Robin Haase",83,"Nicolas Mahut",97,7,3,4,NA,NA,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s-Hertogenbosch","s-Hertogenbosch, Netherlands",2015-06-08,2015-06-14,28,27,"Outdoor Grass","€604155","67(4)/64/76(3)","Quarter-Finals",1,"Robin Haase",83,"Ivo Karlovic",27,6,6,7,NA,NA,7,4,6,NA,NA,4,NA,7,NA,NA,7,NA,3,NA,NA
"s-Hertogenbosch","s-Hertogenbosch, Netherlands",2015-06-08,2015-06-14,28,27,"Outdoor Grass","€604155","76(4)/63","Round of 16",1,"Robin Haase",83,"Fernando Verdasco",42,7,6,NA,NA,NA,6,3,NA,NA,NA,7,NA,NA,NA,NA,4,NA,NA,NA,NA
"s-Hertogenbosch","s-Hertogenbosch, Netherlands",2015-06-08,2015-06-14,28,27,"Outdoor Grass","€604155","62/75","Round of 32",1,"Robin Haase",83,"Blaz Kavcic",77,6,7,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roland Garros","Paris, France",2015-05-25,2015-06-07,128,127,"Outdoor Clay","€13008000","26/46/26","Round of 128",0,"Robin Haase",80,"Marin Cilic",10,2,4,2,NA,NA,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bordeaux","Bordeaux, France",2015-05-11,2015-05-17,32,31,"Outdoor Clay","€85000","64/67(3)/46","Round of 16",0,"Robin Haase",78,"Thiemo de Bakker",158,6,6,4,NA,NA,4,7,6,NA,NA,NA,3,NA,NA,NA,NA,7,NA,NA,NA
"Bordeaux","Bordeaux, France",2015-05-11,2015-05-17,32,31,"Outdoor Clay","€85000","62/62","Round of 32",1,"Robin Haase",78,"Corentin Moutet",814,6,6,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aix en Provence","Aix en Provence, France",2015-05-04,2015-05-10,32,31,"Outdoor Clay","€64000","76(1)/62","Finals",1,"Robin Haase",90,"Paul-Henri Mathieu",134,7,6,NA,NA,NA,6,2,NA,NA,NA,7,NA,NA,NA,NA,1,NA,NA,NA,NA
"Aix en Provence","Aix en Provence, France",2015-05-04,2015-05-10,32,31,"Outdoor Clay","€64000","63/20/(RET)","Semi-Finals",1,"Robin Haase",90,"Malek Jaziri",80,6,2,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aix en Provence","Aix en Provence, France",2015-05-04,2015-05-10,32,31,"Outdoor Clay","€64000","60/64","Quarter-Finals",1,"Robin Haase",90,"Jonathan Eysseric",272,6,6,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aix en Provence","Aix en Provence, France",2015-05-04,2015-05-10,32,31,"Outdoor Clay","€64000","61/64","Round of 16",1,"Robin Haase",90,"Andriej Kapas",348,6,6,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aix en Provence","Aix en Provence, France",2015-05-04,2015-05-10,32,31,"Outdoor Clay","€64000","36/64/63","Round of 32",1,"Robin Haase",90,"Matthias Bachinger",131,3,6,6,NA,NA,6,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estoril","Estoril, Portugal",2015-04-27,2015-05-03,28,27,"Outdoor Clay","€494310","36/46","Quarter-Finals",0,"Robin Haase",101,"Nick Kyrgios",46,3,4,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estoril","Estoril, Portugal",2015-04-27,2015-05-03,28,27,"Outdoor Clay","€494310","46/76(2)/64","Round of 16",1,"Robin Haase",101,"Feliciano Lopez",12,4,7,6,NA,NA,6,6,4,NA,NA,NA,7,NA,NA,NA,NA,2,NA,NA,NA
"Estoril","Estoril, Portugal",2015-04-27,2015-05-03,28,27,"Outdoor Clay","€494310","63/67(6)/64","Round of 32",1,"Robin Haase",101,"Ricardas Berankis",81,6,6,6,NA,NA,3,7,4,NA,NA,NA,6,NA,NA,NA,NA,8,NA,NA,NA
"ATP World Tour Masters 1000 Monte Carlo","Monte-Carlo, Monaco",2015-04-13,2015-04-19,56,55,"Outdoor Clay","€3624045","16/16","Round of 64",0,"Robin Haase",87,"Albert Ramos-Vinolas",67,1,1,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Monte Carlo","Monte-Carlo, Monaco",2015-04-13,2015-04-19,56,55,"Outdoor Clay","€3624045","46/57","2nd Round Qualifying",0,"Robin Haase",87,"Albert Ramos-Vinolas",67,4,5,NA,NA,NA,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Monte Carlo","Monte-Carlo, Monaco",2015-04-13,2015-04-19,56,55,"Outdoor Clay","€3624045","62/64","1st Round Qualifying",1,"Robin Haase",87,"Jurgen Zopp",159,6,6,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Casablanca","Casablanca, Morocco",2015-04-06,2015-04-12,28,27,"Outdoor Clay","€494310","26/46","Round of 32",0,"Robin Haase",88,"Lamine Ouahab",313,2,4,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Miami","Miami, FL, U.S.A.",2015-03-23,2015-04-05,96,95,"Outdoor Hard","$6267755","26/63/06","Round of 64",0,"Robin Haase",98,"Santiago Giraldo",31,2,6,0,NA,NA,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Miami","Miami, FL, U.S.A.",2015-03-23,2015-04-05,96,95,"Outdoor Hard","$6267755","62/62","Round of 128",1,"Robin Haase",98,"Kyle Edmund",144,6,6,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Miami","Miami, FL, U.S.A.",2015-03-23,2015-04-05,96,95,"Outdoor Hard","$6267755","75/64","2nd Round Qualifying",1,"Robin Haase",98,"Lukas Lacko",99,7,6,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Miami","Miami, FL, U.S.A.",2015-03-23,2015-04-05,96,95,"Outdoor Hard","$6267755","16/63/62","1st Round Qualifying",1,"Robin Haase",98,"Facundo Arguello",142,1,6,6,NA,NA,6,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.",2015-03-09,2015-03-22,96,95,"Outdoor Hard","$7107445","46/76(4)/67(3)","Round of 32",0,"Robin Haase",104,"Lukas Rosol",30,4,7,6,NA,NA,6,6,7,NA,NA,NA,7,3,NA,NA,NA,4,7,NA,NA
"ATP World Tour Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.",2015-03-09,2015-03-22,96,95,"Outdoor Hard","$7107445","63/36/63","Round of 64",1,"Robin Haase",104,"Stan Wawrinka",7,6,3,6,NA,NA,3,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.",2015-03-09,2015-03-22,96,95,"Outdoor Hard","$7107445","64/62","Round of 128",1,"Robin Haase",104,"Alex Bolt",164,6,6,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acapulco","Acapulco, Mexico",2015-02-23,2015-02-28,32,31,"Outdoor Hard","$1548755","36/62/26","Round of 32",0,"Robin Haase",102,"Andreas Haider-Maurer",57,3,6,2,NA,NA,6,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marseille","Marseille, France",2015-02-16,2015-02-22,28,27,"Indoor Hard","€632840","64/36/46","Round of 32",0,"Robin Haase",102,"Vasek Pospisil",60,6,3,4,NA,NA,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rotterdam","Rotterdam, Netherlands",2015-02-09,2015-02-15,32,31,"Indoor Hard","€1600855","76(5)/36/36","Round of 32",0,"Robin Haase",90,"Andreas Seppi",35,7,3,3,NA,NA,6,6,6,NA,NA,7,NA,NA,NA,NA,5,NA,NA,NA,NA
"Zagreb","Zagreb, Croatia",2015-02-02,2015-02-08,28,27,"Indoor Hard","€494310","26/63/46","Round of 32",0,"Robin Haase",93,"Andreas Seppi",41,2,6,4,NA,NA,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australian Open","Melbourne, Australia",2015-01-19,2015-02-01,128,127,"Outdoor Hard","A$17748600","16/36/46","Round of 128",0,"Robin Haase",83,"Gilles Simon",20,1,3,4,NA,NA,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Auckland","Auckland, New Zealand",2015-01-12,2015-01-17,28,27,"Outdoor Hard","$519395","67(5)/15/(RET)","2nd Round Qualifying",0,"Robin Haase",82,"Jules Marie",271,6,1,NA,NA,NA,7,5,NA,NA,NA,5,NA,NA,NA,NA,7,NA,NA,NA,NA
"Chennai","Chennai, India",2015-01-05,2015-01-11,28,27,"Outdoor Hard","$458400","26/26","Round of 32",0,"Robin Haase",80,"Borna Coric",95,2,2,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stockholm","Stockholm, Sweden",2015-10-19,2015-10-25,28,27,"Indoor Hard","€604155","36/46","Round of 16",0,"Alexander Zverev",83,"Tomas Berdych",5,3,4,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stockholm","Stockholm, Sweden",2015-10-19,2015-10-25,28,27,"Indoor Hard","€604155","76(9)/67(5)/64","Round of 32",1,"Alexander Zverev",83,"Mikael Ymer",617,7,6,6,NA,NA,6,7,4,NA,NA,11,5,NA,NA,NA,9,7,NA,NA,NA
"Beijing","Beijing, China",2015-10-05,2015-10-11,32,31,"Outdoor Hard","$3944715","46/46","1st Round Qualifying",0,"Alexander Zverev",78,"Michael Berrer",113,4,4,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kuala Lumpur","Kuala Lumpur, Malaysia",2015-09-28,2015-10-04,28,27,"Indoor Hard","$1041540","63/36/26","Round of 32",0,"Alexander Zverev",78,"Jeremy Chardy",26,6,3,2,NA,NA,3,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metz","Metz, France",2015-09-21,2015-09-27,28,27,"Indoor Hard","€494310","76(2)/36/36","Round of 32",0,"Alexander Zverev",79,"Fernando Verdasco",43,7,3,3,NA,NA,6,6,6,NA,NA,7,NA,NA,NA,NA,2,NA,NA,NA,NA
"US Open","New York, NY, U.S.A.",2015-08-31,2015-09-13,128,127,"Outdoor Hard","$19852700","76/26/06/62/46","Round of 128",0,"Alexander Zverev",82,"Philipp Kohlschreiber",29,7,2,0,6,4,6,6,6,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Open","New York, NY, U.S.A.",2015-08-31,2015-09-13,128,127,"Outdoor Hard","$19852700","76(4)/75","3rd Round Qualifying",1,"Alexander Zverev",82,"Ivan Dodig",136,7,7,NA,NA,NA,6,5,NA,NA,NA,7,NA,NA,NA,NA,4,NA,NA,NA,NA
"US Open","New York, NY, U.S.A.",2015-08-31,2015-09-13,128,127,"Outdoor Hard","$19852700","64/67(11)/63","2nd Round Qualifying",1,"Alexander Zverev",82,"Nils Langer",209,6,6,6,NA,NA,4,7,3,NA,NA,NA,11,NA,NA,NA,NA,13,NA,NA,NA
"US Open","New York, NY, U.S.A.",2015-08-31,2015-09-13,128,127,"Outdoor Hard","$19852700","61/64","1st Round Qualifying",1,"Alexander Zverev",82,"Horacio Zeballos",148,6,6,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Cincinnati","Cincinnati, OH, U.S.A.",2015-08-17,2015-08-23,56,55,"Outdoor Hard","$4457065","57/63/67(5)","Round of 64",0,"Alexander Zverev",85,"Borna Coric",38,5,6,6,NA,NA,7,3,7,NA,NA,NA,NA,5,NA,NA,NA,NA,7,NA,NA
"ATP World Tour Masters 1000 Cincinnati","Cincinnati, OH, U.S.A.",2015-08-17,2015-08-23,56,55,"Outdoor Hard","$4457065","62/36/63","2nd Round Qualifying",1,"Alexander Zverev",85,"Denis Istomin",70,6,3,6,NA,NA,2,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Cincinnati","Cincinnati, OH, U.S.A.",2015-08-17,2015-08-23,56,55,"Outdoor Hard","$4457065","64/62","1st Round Qualifying",1,"Alexander Zverev",85,"Benjamin Becker",72,6,6,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington","Washington, DC, U.S.A.",2015-08-03,2015-08-09,48,47,"Outdoor Hard","$1753020","57/67(3)","Quarter-Finals",0,"Alexander Zverev",96,"Marin Cilic",8,5,6,NA,NA,NA,7,7,NA,NA,NA,NA,3,NA,NA,NA,NA,7,NA,NA,NA
"Washington","Washington, DC, U.S.A.",2015-08-03,2015-08-09,48,47,"Outdoor Hard","$1753020","26/62/64","Round of 16",1,"Alexander Zverev",96,"Alexandr Dolgopolov",73,2,6,6,NA,NA,6,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington","Washington, DC, U.S.A.",2015-08-03,2015-08-09,48,47,"Outdoor Hard","$1753020","26/63/64","Round of 32",1,"Alexander Zverev",96,"Kevin Anderson",14,2,6,6,NA,NA,6,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington","Washington, DC, U.S.A.",2015-08-03,2015-08-09,48,47,"Outdoor Hard","$1753020","76(1)/63","Round of 64",1,"Alexander Zverev",96,"Yoshihito Nishioka",136,7,6,NA,NA,NA,6,3,NA,NA,NA,7,NA,NA,NA,NA,1,NA,NA,NA,NA
"Hamburg","Hamburg, Germany",2015-07-27,2015-08-02,32,31,"Outdoor Clay","€1407960","76(3)/46/26","Round of 32",0,"Alexander Zverev",98,"Tommy Robredo",21,7,4,2,NA,NA,6,6,6,NA,NA,7,NA,NA,NA,NA,3,NA,NA,NA,NA
"Bastad","Bastad, Sweden",2015-07-20,2015-07-26,28,27,"Outdoor Clay","€494310","36/46","Semi-Finals",0,"Alexander Zverev",123,"Tommy Robredo",21,3,4,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bastad","Bastad, Sweden",2015-07-20,2015-07-26,28,27,"Outdoor Clay","€494310","57/64/62","Quarter-Finals",1,"Alexander Zverev",123,"Thomaz Bellucci",41,5,6,6,NA,NA,7,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bastad","Bastad, Sweden",2015-07-20,2015-07-26,28,27,"Outdoor Clay","€494310","64/62","Round of 16",1,"Alexander Zverev",123,"Juan Monaco",27,6,6,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bastad","Bastad, Sweden",2015-07-20,2015-07-26,28,27,"Outdoor Clay","€494310","67(4)/64/63","Round of 32",1,"Alexander Zverev",123,"Julian Reister",926,6,6,6,NA,NA,7,4,3,NA,NA,4,NA,NA,NA,NA,7,NA,NA,NA,NA
"Braunschweig","Braunchweig, Germany",2015-07-06,2015-07-12,32,31,"Outdoor Clay","€106500","76(5)/36/36","Round of 16",0,"Alexander Zverev",0,"Daniel Brands",NA,7,3,3,NA,NA,6,6,6,NA,NA,7,NA,NA,NA,NA,5,NA,NA,NA,NA
"Braunschweig","Braunchweig, Germany",2015-07-06,2015-07-12,32,31,"Outdoor Clay","€106500","60/16/63","Round of 32",1,"Alexander Zverev",0,"Dimitar Kuzmanov",NA,6,1,6,NA,NA,0,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wimbledon","London, Great Britain",2015-06-29,2015-07-12,128,127,"Outdoor Grass","L12568000","36/63/67(2)/46","Round of 64",0,"Alexander Zverev",74,"Denis Kudla",105,3,6,6,4,NA,6,3,7,6,NA,NA,NA,2,NA,NA,NA,NA,7,NA,NA
"Wimbledon","London, Great Britain",2015-06-29,2015-07-12,128,127,"Outdoor Grass","L12568000","63/16/63/36/97","Round of 128",1,"Alexander Zverev",74,"Teymuraz Gabashvili",53,6,1,6,3,9,3,6,3,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nottingham","Nottingham, Great Britain",2015-06-22,2015-06-28,48,47,"Outdoor Grass","€644065","36/36","Round of 16",0,"Alexander Zverev",76,"Marcos Baghdatis",59,3,3,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nottingham","Nottingham, Great Britain",2015-06-22,2015-06-28,48,47,"Outdoor Grass","€644065","67(7)/63/64","Round of 32",1,"Alexander Zverev",76,"Thomaz Bellucci",41,6,6,6,NA,NA,7,3,4,NA,NA,7,NA,NA,NA,NA,9,NA,NA,NA,NA
"Nottingham","Nottingham, Great Britain",2015-06-22,2015-06-28,48,47,"Outdoor Grass","€644065","60/62","Round of 64",1,"Alexander Zverev",76,"Mikhail Kukushkin",58,6,6,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Halle","Halle, Germany",2015-06-15,2015-06-21,32,31,"Outdoor Grass","€1696645","76(5)/36/36","Round of 16",0,"Alexander Zverev",81,"Ivo Karlovic",27,7,3,3,NA,NA,6,6,6,NA,NA,7,NA,NA,NA,NA,5,NA,NA,NA,NA
"Halle","Halle, Germany",2015-06-15,2015-06-21,32,31,"Outdoor Grass","€1696645","64/64","Round of 32",1,"Alexander Zverev",81,"Jarkko Nieminen",93,6,6,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stuttgart","Stuttgart, Germany",2015-06-08,2015-06-14,28,27,"Outdoor Grass","€642070","36/76(6)/36","Round of 16",0,"Alexander Zverev",84,"Viktor Troicki",28,3,7,3,NA,NA,6,6,6,NA,NA,NA,8,NA,NA,NA,NA,6,NA,NA,NA
"Stuttgart","Stuttgart, Germany",2015-06-08,2015-06-14,28,27,"Outdoor Grass","€642070","36/62/63","Round of 32",1,"Alexander Zverev",84,"Mate Pavic",404,3,6,6,NA,NA,6,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roland Garros","Paris, France",2015-05-25,2015-06-07,128,127,"Outdoor Clay","€13008000","67/62/57","2nd Round Qualifying",0,"Alexander Zverev",89,"Igor Sijsling",166,6,6,5,NA,NA,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roland Garros","Paris, France",2015-05-25,2015-06-07,128,127,"Outdoor Clay","€13008000","76(4)/60","1st Round Qualifying",1,"Alexander Zverev",89,"Horacio Zeballos",142,7,6,NA,NA,NA,6,0,NA,NA,NA,7,NA,NA,NA,NA,4,NA,NA,NA,NA
"Heilbronn","Heilbronn, Germany",2015-05-11,2015-05-17,32,31,"Indoor Clay","€42500","61/76(7)","Finals",1,"Alexander Zverev",105,"Guido Pella",131,6,7,NA,NA,NA,1,6,NA,NA,NA,NA,9,NA,NA,NA,NA,7,NA,NA,NA
"Heilbronn","Heilbronn, Germany",2015-05-11,2015-05-17,32,31,"Indoor Clay","€42500","63/76(2)","Semi-Finals",1,"Alexander Zverev",105,"Jan-Lennard Struff",90,6,7,NA,NA,NA,3,6,NA,NA,NA,NA,7,NA,NA,NA,NA,2,NA,NA,NA
"Heilbronn","Heilbronn, Germany",2015-05-11,2015-05-17,32,31,"Indoor Clay","€42500","46/64/63","Quarter-Finals",1,"Alexander Zverev",105,"Bjorn Fratangelo",152,4,6,6,NA,NA,6,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heilbronn","Heilbronn, Germany",2015-05-11,2015-05-17,32,31,"Indoor Clay","€42500","62/63","Round of 16",1,"Alexander Zverev",105,"Dennis Novikov",189,6,6,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heilbronn","Heilbronn, Germany",2015-05-11,2015-05-17,32,31,"Indoor Clay","€42500","64/62","Round of 32",1,"Alexander Zverev",105,"Horacio Zeballos",143,6,6,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aix en Provence","Aix en Provence, France",2015-05-04,2015-05-10,32,31,"Outdoor Clay","€64000","46/64/57","Semi-Finals",0,"Alexander Zverev",110,"Paul-Henri Mathieu",134,4,6,5,NA,NA,6,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aix en Provence","Aix en Provence, France",2015-05-04,2015-05-10,32,31,"Outdoor Clay","€64000","76(3)/64","Quarter-Finals",1,"Alexander Zverev",110,"Andre Ghem",148,7,6,NA,NA,NA,6,4,NA,NA,NA,7,NA,NA,NA,NA,3,NA,NA,NA,NA
"Aix en Provence","Aix en Provence, France",2015-05-04,2015-05-10,32,31,"Outdoor Clay","€64000","61/76(6)","Round of 16",1,"Alexander Zverev",110,"Jose Pereira",338,6,7,NA,NA,NA,1,6,NA,NA,NA,NA,8,NA,NA,NA,NA,6,NA,NA,NA
"Aix en Provence","Aix en Provence, France",2015-05-04,2015-05-10,32,31,"Outdoor Clay","€64000","64/30/(RET)","Round of 32",1,"Alexander Zverev",110,"Michal Przysiezny",142,6,3,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Munich","Munich, Germany",2015-04-27,2015-05-03,28,27,"Outdoor Clay","€494310","26/46","Round of 16",0,"Alexander Zverev",119,"Philipp Kohlschreiber",26,2,4,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Munich","Munich, Germany",2015-04-27,2015-05-03,28,27,"Outdoor Clay","€494310","46/61/62","Round of 32",1,"Alexander Zverev",119,"Benjamin Becker",43,4,6,6,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sarasota","Sarasota, FL, U.S.A.",2015-04-13,2015-04-19,32,31,"Outdoor Clay","$100000","63/67(5)/16","Round of 32",0,"Alexander Zverev",122,"Facundo Bagnis",102,6,6,1,NA,NA,3,7,6,NA,NA,NA,5,NA,NA,NA,NA,7,NA,NA,NA
"Houston","Houston, TX, U.S.A.",2015-04-06,2015-04-12,28,27,"Outdoor Clay","$549230","36/26","1st Round Qualifying",0,"Alexander Zverev",119,"Robby Ginepri",244,3,2,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Miami","Miami, FL, U.S.A.",2015-03-23,2015-04-05,96,95,"Outdoor Hard","$6267755","67/36","Round of 64",0,"Alexander Zverev",129,"Lukas Rosol",30,6,3,NA,NA,NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
